"classe","roll_belt","pitch_belt","yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z"
"D",1.23,6.74,-93,0.1,0.02,-0.03,-15,6,27,1,600,-312,97.8,-64.8,-6.05,1.99,-0.93,0.62,118,11,-169,769,-208,45,65.64117202,21.52558382,86.77060804,0.02,-0.18,0.15,7,20,25,-488,375,-19,-138,42.4,-119,0.67,-2.7,-0.2,-135,-103,-166,-370,-362,320
"D",1.16,7.14,-93.1,0.08,-0.02,-0.03,-16,4,23,10,604,-292,83,-61.4,13.8,2.12,-0.95,0.3,90,43,-112,751,-147,165,83.35348944,29.59390496,65.06580293,0.03,-0.24,-0.15,13,33,27,-501,360,-9,-133,32.3,-109,0.05,-2.1,-0.28,-122,-176,-199,-254,-454,246
"D",1.15,7.18,-93.1,0.08,-0.03,-0.03,-18,2,23,0,606,-305,79.2,-59.9,18.7,2.22,-1,0.33,74,58,-102,748,-124,193,57.63285996,31.66654847,89.22706925,-0.02,-0.18,-0.13,12,21,30,-503,360,-19,-132,30.8,-107,-0.22,-1.7,-0.33,-99,-183,-205,-231,-469,228
"D",1.04,7.49,-93.3,0.06,-0.02,-0.02,-16,3,20,4,603,-310,65,-47.7,38.7,2.31,-1.14,0.52,24,85,-65,649,-22,331,92.68788621,2.499479362,64.32668642,-0.05,-0.11,-0.11,1,32,24,-508,353,-10,-132,31.9,-102,-0.19,0.85,0.02,-4,-246,-181,-205,-496,213
"D",1.07,7.54,-93.3,0.02,-0.02,-0.05,-21,4,22,5,606,-294,59.8,-33.5,49,2.36,-1.17,0.38,-35,122,-38,551,63,422,91.15704186,2.550168671,65.85543313,-0.06,-0.11,-0.15,1,31,24,-510,356,-6,-135,36.4,-110,0.64,1.96,0.39,-107,-159,-184,-305,-435,243
"D",1.03,7.54,-93.3,0,0,-0.07,-19,3,21,6,601,-307,59,-30,50.9,2.26,-1.09,0.3,-33,127,-19,526,76,435,115.7331222,11.8435929,39.4143525,-0.06,-0.08,-0.1,4,31,13,-512,347,-18,-137,37.8,-114,0.66,2.15,0.39,-122,-143,-190,-318,-425,248
"D",0.98,7.49,-93.3,-0.02,-0.02,-0.07,-20,3,20,1,600,-308,58.3,-26.5,52.9,2.25,-1.11,0.26,-41,125,-12,490,117,480,22.39244524,51.04009687,100.4361727,0.03,-0.18,-0.08,11,5,19,-507,353,-14,-139,39.4,-118,0.56,2.28,0.36,-148,-129,-195,-357,-394,271
"D",0.82,6.96,-93.3,-0.1,0,-0.05,-19,3,21,3,605,-300,54.6,-13.1,62.3,1.54,-0.42,-0.41,-77,152,70,290,176,567,35.25419511,-4.934638688,121.4516556,0.11,-0.35,-0.44,-1,7,19,-529,319,-4,-158,49.7,-147,0.14,3.23,0.18,-203,4,-211,-545,-173,329
"D",0.77,6.36,-93.4,-0.11,0,-0.03,-12,1,26,-4,603,-307,52.4,-10,65.6,0.48,-0.03,-0.28,-47,136,76,233,177,576,67.61836376,-8.952252181,88.64397158,0.02,-0.05,-0.16,-3,21,26,-538,313,0,-178,53.6,-173,-0.27,2.84,0.21,-205,76,-189,-631,-3,388
"D",1.06,6.08,-93.3,0.06,0,0,-20,7,26,-2,604,-312,52.1,-18,60.9,-1.56,0.56,-0.31,-65,117,49,352,117,549,35.12068411,9.845361405,120.4887738,0.03,-0.03,-0.07,2,7,19,-534,315,-5,148,51.3,138,-0.42,2.36,0.49,-137,202,-160,-689,383,591
"D",1.12,6.18,-93.3,0.06,0,0,-21,7,26,2,598,-307,52.1,-20.1,59.5,-1.73,0.61,-0.39,-61,117,42,393,98,540,53.32563138,3.911306632,103.5795241,0.03,-0.02,-0.11,1,13,22,-534,311,-5,146,50.3,134,-0.48,2.12,0.64,-142,216,-161,-688,427,613
"D",1.17,6.24,-93.3,0.03,0,-0.02,-22,8,22,2,606,-295,52.2,-22,58,-1.89,0.66,-0.44,-45,106,37,410,85,520,82.34422416,2.716963384,74.66138943,0.02,0.02,-0.02,1,27,25,-534,312,-3,144,49.2,130,-0.43,2.09,0.72,-140,234,-165,-678,464,620
"D",1.21,6.31,-93.3,0.02,0,-0.03,-21,6,24,-3,607,-304,52.3,-24.4,56.2,-2.01,0.66,-0.46,-35,100,24,447,73,501,82.15120295,8.458272564,74.21244935,0.02,0.05,0.03,3,26,24,-533,310,-5,142,47.6,126,-0.14,2.23,0.74,-108,268,-154,-675,486,629
"D",1.08,6.34,-93.3,0.02,0,-0.03,-13,0,28,0,606,-309,53,-31.6,48.7,-2.36,0.69,-0.43,-5,92,-5,566,14,412,73.57763998,9.602793253,82.5789373,0.03,0.08,0.08,3,21,23,-531,318,9,140,41.1,117,0.19,1.59,0.71,-154,336,-170,-629,576,598
"D",1.06,6.34,-93.3,0.05,0,-0.02,-12,-1,31,6,609,-300,53.2,-33.1,46.8,-2.41,0.67,-0.41,3,84,-13,604,-14,388,82.42586029,9.188480239,73.8087185,0.02,0.08,0.07,3,24,22,-529,319,-4,139,39.9,115,0.08,1.33,0.56,-173,341,-168,-620,585,589
"D",1.22,6.81,-93.1,0.08,0,0.02,-22,6,24,3,603,-308,59.2,-43.2,31,-2.83,0.66,0.02,65,62,-91,740,-104,205,41.55631057,18.04014485,111.3212662,0.11,0.24,-0.08,4,9,20,-530,331,0,139,37.7,113,0.26,-0.34,0.05,-201,346,-159,-597,604,584
"D",1.29,6.91,-93.1,0.06,0,0.02,-22,7,24,3,604,-314,62.2,-45.7,26.7,-2.84,0.66,0.08,75,58,-108,756,-126,161,43.8,17,109.7,0.1,0.27,-0.07,4,10,21,-520,334,-10,140,38.2,114,0.22,-0.72,-0.02,-209,344,-162,-594,602,575
"D",1.53,7.01,-93.5,0.02,0,-0.03,-21,3,24,-1,605,-315,74.8,-37.3,58.8,-2.47,0.92,-0.56,1,86,-53,586,-11,402,139.5906005,-8.96423389,14.97630947,0.26,0.45,-0.03,-3,33,5,-516,350,-32,-148,40.6,-136,-0.21,2.44,0.3,-169,-46,-180,-503,-221,358
"D",1.55,7.04,-93.5,0.02,0,-0.02,-18,2,23,-1,605,-312,76.3,-39.5,52.4,-2.41,0.85,-0.48,26,78,-68,634,-45,349,125.7521856,26.74347114,15.9226893,0.21,0.48,-0.02,5,18,3,-501,364,-37,-152,44.4,-144,-0.03,2.44,0.49,-190,-12,-173,-543,-158,392
"D",1.58,7.09,-93.6,0.03,-0.02,0,-19,1,21,-6,599,-304,80.2,-43.6,41.5,-2.28,0.87,-0.56,60,61,-84,702,-114,264,128.9900109,25.05639014,-12.42949419,0.19,0.43,-0.03,8,31,-4,-492,383,-36,-159,48.5,-157,0.02,2.44,0.67,-198,38,-182,-609,-39,445
"D",1.56,7.13,-93.6,0.02,0,0.02,-21,3,20,-6,601,-312,83.2,-46.6,34.2,-2.17,0.9,-0.64,77,55,-87,729,-155,209,116.8651875,40.10638262,2.788918458,0.13,0.35,-0.03,14,33,1,-488,387,-37,-164,50.5,-166,-0.05,2.17,0.75,-179,81,-171,-635,34,480
"D",1.63,7.17,-93.6,0,0,0,-21,5,18,-8,604,-308,86.1,-49.7,26.9,-2.18,0.96,-0.77,96,41,-112,754,-192,134,109.6284972,46.09040993,-10.48409083,-0.02,0.22,-0.08,17,34,-4,-474,401,-31,-169,52.2,-176,-0.13,2.59,0.71,-197,136,-196,-657,109,516
"D",1.76,7.2,-93.6,0.02,0,0.02,-16,5,22,-3,608,-310,112,-59,-10.8,-2.52,0.9,-0.66,117,-6,-211,743,-286,-58,138.1144782,18.81694273,2.338474993,-0.14,-0.22,-0.05,8,42,1,-478,390,-35,169,53.1,150,0.05,2.44,0.84,-140,216,-165,-689,363,600
"D",1.85,7.23,-93.6,0,0.02,-0.02,-18,0,24,-2,598,-298,134,-55.2,-36.5,-2.12,0.34,0.13,122,-45,-294,702,-333,-181,137.2705669,16.76686064,10.44926161,-0.29,-0.21,-0.02,8,47,5,-488,381,-11,159,49.2,132,0.31,2.12,0.84,-145,316,-164,-655,498,601
"D",1.75,7.14,-93.5,0.03,0.02,-0.03,-22,5,18,-5,598,-312,139,-51.8,-41.4,0.87,-0.16,-0.25,133,-43,-322,677,-342,-212,96.06681519,14.51398482,58.76636054,-0.21,-0.02,0.25,6,34,23,-488,373,-7,157,42,123,0.14,-0.08,-0.05,-246,328,-186,-607,554,512
"D",1.64,7.64,-93.6,0.06,0,-0.02,-18,0,21,-4,603,-307,117,-59.2,-9.81,2.04,-0.95,0.44,134,-21,-197,767,-270,-13,110.5433639,26.94447471,36.96256088,0.05,-0.05,-0.03,14,47,19,-494,375,-4,171,47.7,149,-0.08,-2.22,-0.41,-210,250,-203,-673,398,503
"D",1.59,7.68,-93.6,0.06,0,-0.02,-16,2,21,-4,603,-320,114,-59.9,-5.23,2.15,-0.96,0.36,123,-11,-208,768,-251,26,118.5626103,21.55265293,31.40483406,0.02,-0.05,0,9,39,13,-491,380,-12,174,48.4,154,-0.18,-2.28,-0.48,-202,245,-203,-679,357,508
"D",1.57,7.71,-93.6,0.08,0,-0.02,-16,6,21,6,599,-318,112,-60.3,-1.59,2.12,-0.95,0.26,119,8,-182,767,-231,72,103.6353741,22.98108584,47.30311941,-0.02,-0.1,-0.02,9,34,18,-492,375,-14,177,49,159,-0.24,-2.41,-0.52,-201,229,-197,-685,314,514
"D",1.58,7.79,-93.6,0.08,0,-0.03,-21,3,20,0,607,-309,105,-60.7,7.66,2.12,-1.04,0.33,110,23,-143,764,-200,108,115.0193088,17.64610559,37.75542198,-0.06,-0.08,0.16,10,52,21,-495,374,-14,-176,49.5,169,-0.22,-2.54,-0.46,-203,199,-194,-690,252,503
"D",1.56,7.86,-93.6,0.06,0.02,-0.03,-19,1,23,-7,599,-315,100,-60.3,13.7,2.2,-1.08,0.33,96,43,-119,759,-182,166,123.6053504,14.74551913,29.82446853,0,-0.08,0.13,7,45,14,-495,362,-20,-173,49.5,174,-0.29,-2.55,-0.54,-202,187,-199,-681,212,501
"D",1.51,7.88,-93.6,0.05,0.02,-0.03,-18,3,21,1,607,-304,95.7,-59.5,19.5,2.22,-1.11,0.39,83,53,-114,749,-165,169,104.3611479,20.30452173,47.90326911,0.03,-0.11,0.08,7,30,16,-498,362,-20,-170,49.4,179,-0.37,-2.68,-0.64,-213,163,-192,-678,184,508
"E",3.56,44.4,-82.1,1.8,0.03,0.08,-6,-5,7,422,513,-221,120,-48.1,-38.1,3.08,-0.72,-0.23,158,52,-305,646,-186,-268,55.94485974,11.07929719,99.78455638,-0.31,0.16,0.07,5,24,38,-469,184,285,-115,25.8,137,0.02,-0.24,-0.79,-185,182,188,-1120,1400,-855
"E",3.31,46.2,-81.9,1.78,-0.06,0.15,1,-24,-8,438,508,-176,104,-49.9,-18.5,3.5,-0.83,-0.31,165,67,-225,721,-161,-121,55.4659041,14.41312778,99.33471192,-0.29,0.14,0.07,6,22,35,-471,183,284,-120,24.8,136,0.21,-0.24,-0.84,-215,214,190,-1060,1410,-831
"E",2.31,47.4,-82.6,1.65,-0.03,0.33,-1,-19,-7,443,507,-140,93.2,-49,-4.49,3.4,-0.83,-0.11,143,78,-205,740,-133,-43,54.24730572,14.1266364,100.6157378,-0.29,0.14,0.08,6,22,36,-474,186,278,-124,24,135,0.37,-0.21,-0.87,-221,223,194,-1040,1400,-819
"E",2.41,47.8,-82.3,1.3,-0.08,0.1,-13,5,12,452,500,-115,83.7,-47,7.99,3.58,-0.72,-0.16,127,96,-99,735,-110,64,58.27762755,12.54066481,97.11160622,-0.31,0.14,0.07,5,22,33,-475,193,280,-127,22.5,133,0.48,-0.55,-0.87,-233,268,204,-1020,1410,-792
"E",1.28,45.6,-81.9,1.49,-0.13,-0.02,37,-19,14,438,493,-9,61.3,-30.7,41.7,2.39,-0.67,0.38,52,131,-33,612,-10,369,56.57446853,9.336071773,99.54912686,-0.29,0.16,0.05,4,23,36,-476,193,276,-136,16.2,124,0.96,-0.48,0.31,-206,224,221,-927,1370,-723
"E",0.49,46.8,-81.4,1.38,-0.16,-0.23,-41,65,30,422,495,32,59.5,-22.6,48.3,2.34,-1.03,0.51,-2,143,-30,515,37,456,57.84062056,9.522036503,98.25583414,-0.31,0.16,0.05,4,23,35,-473,185,280,-137,13.2,121,0.8,-0.06,0.26,-179,215,235,-941,1390,-736
"E",-0.03,49.2,-80.8,1.2,-0.14,-0.15,-120,164,65,404,497,67,59.1,-16.9,52.3,2.49,-1,0.36,-24,150,-11,447,69,505,57.67535027,11.88240883,97.87719389,-0.29,0.16,0.03,5,23,35,-469,191,286,-137,11.4,120,0.75,-0.18,0.33,-156,197,237,-930,1410,-751
"E",-1.42,50.5,-81,1.01,-0.31,-0.77,-54,149,77,405,489,65,58.9,-14.1,54.6,2.54,-0.95,0.36,-49,158,-33,431,86,511,55.21173932,11.42683324,100.4225829,-0.29,0.16,0.05,5,23,37,-471,186,274,-137,10.4,119,0.71,-0.26,0.39,-160,193,239,-930,1420,-755
"E",-5.11,53.5,-82.8,1.12,-0.35,-0.18,-15,-54,24,374,505,123,58.9,-6.77,61.2,2.68,-0.74,0.21,-81,159,-7,294,128,595,54.43080586,11.79611664,101.0978897,-0.31,0.16,0.05,5,22,36,-473,184,279,-138,7.71,118,0.43,-0.48,0.2,-140,177,230,-932,1430,-767
"E",-10.8,56.3,-86,0.55,-0.22,-0.03,-67,17,14,336,501,161,60.8,4.83,73.7,2.52,-0.63,0.44,-175,180,-25,49,192,644,56.41990111,11.65110628,99.17465165,-0.31,0.16,0.05,5,23,36,-472,190,286,-141,4.87,120,-0.14,-0.72,-0.36,-154,207,207,-924,1420,-726
"E",-12.2,56.3,-86.5,0.51,-0.24,-0.28,-70,-22,34,309,495,178,64.1,10.8,80.7,2.2,-0.72,0.82,-203,178,-28,-82,240,642,55.21173932,11.42683324,100.4225829,-0.31,0.16,0.05,5,23,37,-478,186,286,-144,2.94,122,-0.05,-0.83,-0.49,-181,216,203,-918,1400,-688
"E",-16.2,57.2,-88.5,0.8,-0.37,-0.44,-32,13,41,270,503,221,75.7,20.7,91.6,1.11,-0.9,1.41,-223,189,-63,-281,326,568,53.38868344,9.265672399,102.7189784,-0.31,0.16,0.07,4,22,37,-473,188,296,-152,-1.69,124,0.26,-0.66,-1.07,-181,212,209,-869,1310,-574
"E",-17,57.4,-88.9,0.82,-0.35,-0.41,-44,-5,42,255,500,227,77.9,22.1,92.8,0.85,-0.9,1.46,-225,192,-83,-307,333,567,63.07459128,9.450015928,93.0730332,-0.31,0.16,0.07,4,25,34,-468,178,273,-154,-2.6,124,0.32,-0.74,-1.05,-191,218,214,-854,1290,-531
"E",-18.2,57.6,-89.7,0.77,-0.35,-0.33,-54,-8,39,255,498,239,79.7,23.2,93.6,0.61,-0.88,1.41,-229,188,-94,-329,353,532,55.4659041,14.41312778,99.33471192,-0.31,0.16,0.08,6,22,35,-469,187,286,-156,-3.77,124,0.45,-0.87,-0.98,-198,225,221,-838,1260,-497
"E",-19.2,57.7,-90.4,0.71,-0.4,-0.3,-66,4,37,240,502,248,81.6,24.4,94.2,0.32,-0.85,1.41,-235,185,-104,-340,368,522,53.59736547,12.18917078,101.8135395,-0.31,0.18,0.07,5,21,35,-472,191,277,-157,-5.07,125,0.56,-1.01,-0.9,-216,230,228,-832,1240,-491
"E",-22.7,58.2,-93.1,0.53,-0.43,-0.2,-51,0,38,216,499,249,87.7,27.8,94.2,-0.24,-0.96,1.99,-224,174,-109,-359,395,476,57.13012211,11.28911128,98.56312727,-0.29,0.18,0.07,5,24,37,-473,187,282,-162,-10,128,0.8,-1.3,-0.98,-299,240,207,-840,1200,-447
"E",-24.7,58,-94.3,0.5,-0.22,-0.21,-68,-8,45,185,502,266,95.9,32.1,93,-0.63,-1.11,2.66,-241,168,-141,-375,430,413,48.09493118,11.59146517,107.3718765,-0.29,0.19,0.05,5,20,38,-470,189,284,-168,-12.8,125,0.61,0.35,-1.21,-143,151,215,-787,1140,-379
"E",-26.4,58.8,-95.2,0.37,-0.13,-0.11,-74,-12,49,174,502,276,106,37.2,91.3,-0.8,-1.17,3.02,-240,173,-167,-390,458,332,47.26546107,6.834090308,109.2413055,-0.32,0.21,0.13,3,20,39,-476,189,288,-171,-16.9,126,0.87,-0.74,-0.21,-165,153,209,-789,1120,-366
"E",-27,59,-95.6,0.32,-0.13,-0.07,-75,-12,52,170,502,279,109,38.9,90.9,-0.82,-1.17,2.99,-244,168,-176,-401,471,303,41.80812189,2.537820442,115.1848066,-0.32,0.21,0.11,1,16,36,-463,191,278,-172,-18.2,127,0.79,-0.9,-0.13,-171,157,208,-799,1130,-366
"E",-28.4,59.7,-96.4,0.21,-0.05,0,-80,-10,55,157,504,276,121,45.3,90,-0.69,-0.98,2.49,-259,162,-200,-435,470,201,40.75375419,2.086202641,116.266119,-0.29,0.24,0.1,1,19,44,-468,198,291,-176,-20.2,128,-0.31,-0.39,-0.52,-178,166,204,-775,1070,-322
"E",-28.6,59.8,-96.4,0.18,-0.03,0,-77,-1,53,152,495,287,124,46.9,90,-0.69,-0.93,2.4,-264,157,-204,-441,466,193,29.51779121,-4.15705538,127.2529971,-0.27,0.27,0.1,-2,14,46,-468,201,278,-177,-20,129,-0.42,-0.64,-0.28,-201,178,212,-756,1050,-304
"E",-28.9,60.1,-96.2,0.11,0,-0.03,-82,1,54,152,497,293,132,51,90.3,-0.71,-0.75,2.12,-274,150,-214,-467,461,144,16.58764049,31.71786971,121.0129458,-0.18,0.29,0.08,17,9,51,-471,203,281,-178,-19,131,-0.48,-0.88,0.44,-216,170,206,-762,1030,-297
"E",-28.2,60,-94.7,-0.05,0.03,0.03,-73,-8,53,151,495,283,144,56.7,91.7,-0.35,-0.31,1.15,-281,128,-221,-505,443,67,28.16941913,-28.16941913,116.6765307,-0.34,0.4,-0.2,-13,13,43,-469,217,274,-179,-17.7,135,-0.19,-0.48,0.15,-218,140,213,-790,1030,-296
"E",-27.8,59.9,-94,-0.02,0.03,0.03,-66,1,51,159,494,278,145,57.4,91.9,-0.21,-0.1,0.59,-283,129,-227,-509,441,51,75.19717706,-20.45002864,77.75587147,-0.21,0.42,-0.36,-11,37,38,-462,218,272,180,-17.9,135,-0.1,-0.42,0.05,-209,134,218,-779,1010,-280
"E",-27.6,59.8,-93.7,0.02,0.03,0.03,-66,1,51,156,501,276,145,57.5,91.8,-0.18,0,0.31,-282,127,-226,-509,434,53,88.74051221,-1.803437026,68.30590915,-0.11,0.4,-0.39,-1,43,35,-467,212,280,179,-18.1,136,-0.05,-0.45,0.05,-208,134,221,-777,1000,-292
"E",-27.4,59.9,-93.2,0.08,0,0,-65,-2,52,155,502,284,144,57.4,91.3,0.02,0.18,-0.31,-281,124,-221,-503,439,64,77.40290146,61.77343428,43.27988575,-0.13,0.32,-0.25,29,35,21,-466,217,282,178,-18.7,136,-0.05,-0.42,0.02,-205,133,216,-778,991,-266
"E",-27.5,59.9,-93,0.11,-0.02,0,-66,-3,52,147,502,281,142,56.9,90.9,0.06,0.21,-0.49,-281,126,-221,-505,445,72,105.8114985,31.7718744,38.78173714,-0.26,0.27,-0.18,19,53,23,-465,215,291,177,-18.9,137,-0.13,-0.32,0.03,-206,139,222,-769,973,-271
"E",-27.9,60.3,-92.8,0.1,-0.03,-0.02,-69,-3,50,148,497,284,139,55.8,90.4,0.06,0.1,-0.23,-276,126,-216,-492,454,81,99.50380093,17.75160366,54.1054481,0,0.19,-0.44,12,57,35,-463,216,288,176,-18.8,137,-0.22,-0.31,0.31,-225,152,223,-769,955,-250
"E",-28,60.3,-92.8,0.1,-0.05,-0.02,-69,-2,48,151,503,281,138,55.7,90.5,0.05,0.05,-0.11,-277,127,-216,-493,458,82,75.75789345,31.7663193,71.54137759,0.08,0.22,-0.69,20,44,42,-470,215,294,176,-18.8,137,-0.24,-0.22,0.34,-227,150,220,-769,962,-249
"E",-28,60.2,-92.5,0.1,-0.03,-0.03,-63,-2,49,144,500,282,139,55.7,91.2,0,-0.1,0.1,-275,129,-211,-487,449,92,65.218975,56.58338506,62.69743279,0.18,0.1,-1,53,60,58,-476,184,298,176,-18.3,136,-0.35,0.02,0.38,-220,140,221,-765,969,-250
"E",-28,60.1,-92.4,0.11,-0.03,-0.02,-64,-3,47,142,503,281,139,55.8,91.5,-0.02,-0.11,0.15,-276,128,-213,-495,450,77,65.98782226,59.87174747,58.67962737,0.21,0.11,-0.98,57,62,56,-481,171,294,177,-18.2,136,-0.35,-0.03,0.43,-217,139,223,-756,973,-250
"E",-27.8,60,-92.2,0.13,-0.03,-0.02,-65,-3,48,142,501,289,139,55.9,91.7,-0.02,-0.11,0.18,-277,126,-211,-500,453,92,59.9,62.4,62.4,0.19,0.14,-0.95,58,56,58,-486,162,298,177,-17.9,136,-0.35,-0.14,0.49,-216,139,222,-758,982,-250
"E",0.75,5.82,-88.4,0.03,0,0,-15,3,47,51,635,-296,0,0,0,3.92,-1.77,0.64,-195,162,28,121,333,544,52.78248375,-52.37527449,-78.15960105,0.35,0.14,-0.48,-142,143,-200,-528,285,102,151,-4.02,90.1,-0.08,-0.02,-0.02,197,170,-163,-25,681,775
"E",0.76,5.85,-88.4,0.05,0,0,-13,1,42,55,635,-307,0,0,0,4.34,-1.85,1.08,-254,193,8,24,366,554,53.52375392,-52.70217052,-77.22801974,0.35,0.14,-0.46,-142,144,-197,-527,288,110,151,-3.99,90,-0.02,0.02,-0.03,195,171,-162,-30,680,777
"E",140,-36.6,133,0.32,0,-0.56,46,33,-177,192,585,-333,-90.9,-41.9,61.1,2.18,-1.22,0.74,74,-144,-333,457,-70,-496,27.05002704,-19.76036282,-123.2819474,-0.48,0.43,0.84,-36,49,-173,-618,136,13,0,0,0,1.11,0.19,0.44,-267,-185,-63,-26,-707,-137
"E",139,-36.7,133,0.31,0,-0.54,46,31,-175,194,589,-329,-88.4,-42.9,57.4,2.3,-1.27,0.71,74,-139,-332,491,-62,-477,27.57292277,-19.98421972,-122.7133165,-0.59,0.58,0.9,-35,48,-166,-615,136,13,0,0,0,1.04,0.66,0.48,-262,-180,-74,-25,-714,-131
"E",139,-36.8,134,0.31,0.02,-0.52,47,32,-172,193,597,-328,-85.8,-43.8,53.6,2.39,-1.3,0.66,80,-137,-312,531,-60,-458,28.88422667,-22.74566615,-119.89905,-0.71,0.72,0.97,-38,48,-157,-612,153,43,0,0,0,1.01,1.04,0.44,-254,-173,-75,-26,-715,-134
"E",137,-37,134,0.29,0.03,-0.52,45,41,-169,189,593,-301,-79.6,-45.2,44.7,2.83,-1.38,0.67,87,-138,-286,580,-37,-407,34.87642327,-30.36650943,-109.9447024,-0.87,0.95,1.15,-49,56,-146,-595,187,47,0,0,0,0.8,1.49,0.56,-265,-161,-79,-44,-698,-118
"E",132,-37.2,136,-0.02,0.11,-0.3,48,45,-155,188,608,-266,-30.5,-30.2,-35.9,3.79,-2.49,0.64,-34,7,-17,601,264,236,106.1355401,-25.28484512,-43.19471174,-1.04,1.93,0.15,-49,171,-82,-344,469,158,0,0,0,0.21,3.47,1.62,-278,70,-33,-480,-289,277
"E",132,-37.1,136,-0.03,0.11,-0.28,46,44,-156,179,618,-266,-27.8,-26.4,-41.1,3.84,-2.44,0.26,-40,22,29,579,283,264,110.7955073,-16.57182935,-42.78345125,-1,1.8,0.33,-33,179,-83,-307,484,159,0,0,0,0.06,3.56,1.64,-289,89,-28,-496,-259,298
"E",132,-36.8,136,-0.02,0.14,-0.18,57,39,-150,188,618,-262,-26.4,-16.3,-54.2,3.76,-2.04,-0.56,-128,19,25,421,321,402,115.0240448,-6.876423244,-41.41856771,-0.82,1.59,0.41,-14,186,-82,-248,521,160,0,0,0,0.14,3.95,1.18,-275,170,-5,-602,-65,445
"E",133,-37,135,0.1,0.14,-0.15,59,42,-143,189,610,-260,-27.4,-6.79,-65.4,3.95,-1.81,0.15,-187,-4,63,233,346,499,120.1909886,6.006325012,-36.34975132,-0.58,1.22,0.56,13,202,-77,-179,559,148,0,0,0,-0.27,4.32,1.02,-267,242,14,-659,105,577
"E",133,-37.1,135,0.14,0.14,-0.15,57,40,-145,187,605,-277,-27.7,-3.63,-69.1,3.77,-1.75,0.3,-226,13,51,196,347,522,121.1208658,8.434374594,-34.86776507,-0.47,1.11,0.46,18,200,-73,-169,551,146,0,0,0,-0.14,4.14,0.95,-237,260,32,-686,190,624
"E",133,-37.2,136,0.16,0.14,-0.11,73,48,-144,184,611,-272,-27.9,-0.76,-72.4,3.63,-1.72,0.46,-242,-7,88,119,358,536,126.064488,9.408638303,-29.46276756,-0.39,1,0.36,22,223,-68,-143,558,147,0,0,0,-0.14,3.93,1.02,-253,257,46,-687,231,650
"E",132,-38.1,136,0.27,0.16,-0.13,41,39,-147,195,604,-270,-28.6,7.48,-82.2,3.23,-1.49,0.74,-323,25,71,-59,375,546,117.0165578,23.42754427,-31.87572765,-0.21,0.79,0.11,60,238,-81,-102,579,136,0,0,0,-0.14,3.98,1.64,-224,294,59,-708,435,784
"E",132,-38.4,137,0.13,0.14,-0.15,36,42,-148,194,611,-261,-30.8,15.7,-93.1,2.54,-1.24,0.74,-295,-16,43,-224,379,531,118.3119342,24.75836336,-29.19816785,-0.06,0.59,0.18,63,238,-74,-72,590,139,0,0,0,0.19,3.74,2.25,-190,372,67,-669,630,849
"E",132,-38.4,137,0.08,0.16,-0.13,34,40,-146,194,617,-275,-31.5,17.6,-95.7,2.34,-1.17,0.75,-296,-12,33,-271,387,531,116.3155409,27.1747735,-29.60621131,-0.08,0.58,0.2,69,236,-75,-63,598,124,0,0,0,0.35,3.42,2.26,-146,403,55,-659,649,848
"E",137,-37.2,134,-0.21,0.22,0.08,53,42,-159,195,597,-288,-42.7,28.6,-111,1.17,-0.39,-0.33,-289,-47,-20,-457,341,469,112.5841636,32.60336183,-29.16483782,-0.02,0.37,0.08,88,248,-79,0,603,120,0,0,0,0.29,3.02,1.3,-63,454,31,-430,828,810
"E",137,-37,133,-0.19,0.21,0.08,56,47,-157,196,590,-310,-44.3,29.4,-112,1,-0.35,-0.33,-289,-49,-30,-468,336,471,114.1129648,32.4193649,-27.17695019,0.05,0.32,-0.03,89,254,-75,2,609,111,0,0,0,0.37,3.32,1.31,18,477,30,-388,835,791
"E",139,-36.7,133,-0.02,0.13,0.07,45,31,-153,195,593,-332,-48.1,31.4,-114,0.14,-0.39,0.67,-264,-49,6,-482,312,487,122.03617,25.87225762,-23.09626426,0.39,0,-0.33,76,279,-68,8,603,108,0,0,0,0.55,2.91,1.03,15,431,-37,-203,811,693
"E",143,-35.9,132,-0.03,0.16,0.33,48,7,-177,190,572,-363,-44.1,26.9,-108,-1.54,-0.18,0.85,-274,-21,41,-379,314,556,117.2666041,28.30957853,-27.22037351,0.71,-0.35,-0.38,80,264,-77,-40,595,134,0,0,0,0.22,2.79,0.44,83,380,-16,-12,711,622
